code,name,market
	601857,中国石油,沪市
	300709,精研科技,深市
	688234,天岳先进,沪市
	605177,东亚药业,沪市
	600415,小商品城,沪市
	000995,皇台酒业,深市
	300639,凯普生物,深市
	300077,国民技术,深市
	600456,宝钛股份,沪市
	002039,黔源电力,深市
	301181,标榜股份,深市
	000982,中银绒业,深市
	601963,重庆银行,沪市
	603071,物产环能,沪市
	600097,开创国际,沪市
	002200,ST云投,深市
	300622,博士眼镜,深市
	600018,上港集团,沪市
	000811,冰轮环境,深市
	002032,苏泊尔,深市
	000541,佛山照明,深市
	300402,宝色股份,深市
	000951,中国重汽,深市
	000529,广弘控股,深市
	300146,汤臣倍健,深市
	000519,中兵红箭,深市
	300135,宝利国际,深市
	688378,奥来德,沪市
	688585,上纬新材,沪市
	688385,复旦微电,沪市
	002645,华宏科技,深市
	001696,宗申动力,深市
	600526,菲达环保,沪市
	600867,通化东宝,沪市
	600558,大西洋,沪市
	300105,龙源技术,深市
	002799,环球印务,深市
	002123,梦网科技,深市
	300694,蠡湖股份,深市
	603722,阿科力,沪市
	600855,航天长峰,沪市
	002428,云南锗业,深市
	600958,东方证券,沪市
	603700,宁水集团,沪市
	603165,荣晟环保,沪市
	605162,新中港,沪市
	301016,雷尔伟,深市
	000800,一汽解放,深市
	600436,片仔癀,沪市
	600101,明星电力,沪市
	600775,南京熊猫,沪市
	600428,中远海特,沪市
	600879,航天电子,沪市
	600971,恒源煤电,沪市
	002400,省广集团,深市
	002585,双星新材,深市
	600584,长电科技,沪市
	002671,龙泉股份,深市
	300412,迦南科技,深市
	002850,科达利,深市
	002961,瑞达期货,深市
	600787,中储股份,沪市
	601766,中国中车,沪市
	600193,创兴资源,沪市
	600685,中船防务,沪市
	000157,中联重科,深市
	600006,东风汽车,沪市
	001872,招商港口,深市
	600368,五洲交通,沪市
	300327,中颖电子,深市
	002660,茂硕电源,深市
	601881,中国银河,沪市
	002818,富森美,深市
	002821,凯莱英,深市
	300620,光库科技,深市
	301045,天禄科技,深市
	688002,睿创微纳,沪市
	301035,润丰股份,深市
	605599,菜百股份,沪市
	688268,华特气体,沪市
	301216,万凯新材,深市
	688778,厦钨新能,沪市
	300009,安科生物,深市
	600135,乐凯胶片,沪市
	600635,大众公用,沪市
	000488,晨鸣纸业,深市
	000776,广发证券,深市
	002300,太阳电缆,深市
	002541,鸿路钢构,深市
	300398,飞凯材料,深市
	603063,禾望电气,沪市
	601015,陕西黑猫,沪市
	300243,瑞丰高材,深市
	601179,中国西电,沪市
	000859,国风新材,深市
	600061,国投资本,沪市
	600127,金健米业,沪市
	600663,陆家嘴,沪市
	600648,外高桥,沪市
	300659,中孚信息,深市
	300530,ST达志,深市
	300851,交大思诺,深市
	603982,泉峰汽车,沪市
	300829,金丹科技,深市
	600938,中国海油,沪市
	688425,铁建重工,沪市
	600372,中航电子,沪市
	000402,金融街,深市
	000002,万科A,深市
	600380,健康元,沪市
	600313,农发种业,沪市
	600883,博闻科技,沪市
	002537,海联金汇,深市
	002372,伟星新材,深市
	002440,闰土股份,深市
	300179,四方达,深市
	002598,山东章鼓,深市
	002616,长青集团,深市
	300557,理工光科,深市
	301011,华立科技,深市
	300940,南极光,深市
	603393,新天然气,沪市
	301288,清研环境,深市
	300926,博俊科技,深市
	688722,同益中,沪市
	002490,山东墨龙,深市
	002467,二六三,深市
	002847,盐津铺子,深市
	002319,乐通股份,深市
	300158,振东制药,深市
	300732,设研院,深市
	600355,精伦电子,沪市
	600499,科达制造,沪市
	000069,华侨城A,深市
	600118,中国卫星,沪市
	002265,西仪股份,深市
	600310,桂东电力,沪市
	002399,海普瑞,深市
	688981,中芯国际,沪市
	601827,三峰环境,沪市
	603069,海汽集团,沪市
	688269,凯立新材,沪市
	603155,新亚强,沪市
	002943,宇晶股份,深市
	688661,和林微纳,沪市
	300748,金力永磁,深市
